,1,2,3,6,7,10,11,16,17,19,21,25,32,34,36,39,47,48,50,62,70,95,104,110,111,141,145,150,153,158,160,161,163,165,168,172,173,185,208,223,225,231,235,253,260,266,288,292,293,296,300,316,317,318,329,337,339,344,349,350,353,356,357,364,367,368,370,377,380,410,420,432,434,435,440,442,454,457,466,474,480,485,500,508,509,520,527,539,541,551,552,553,555,586,587,588,589,590,592,593,594,595,596,597,608,648,653,673,708,733,736,750,778,780,784,786,788,858,903,904,908,912,919,923,924,953,1028,1035,1036,1073,1079,1080,1089,1090,1097,1101,1127,1136,1148,1193,1196,1197,1198,1199,1200,1201,1203,1206,1207,1208,1210,1213,1214,1215,1219,1220,1221,1222,1225,1230,1234,1240,1246,1247,1252,1258,1259,1265,1270,1276,1278,1282,1288,1291,1302,1304,1307,1356,1370,1374,1377,1380,1387,1391,1393,1394,1407,1466,1485,1500,1517,1527,1544,1552,1573,1580,1584,1608,1610,1617,1625,1639,1641,1645,1653,1676,1682,1704,1721,1732,1777,1784,1917,1923,1954,1961,1968,1997,2000,2005,2006,2011,2012,2028,2054,2078,2080,2081,2100,2115,2167,2174,2194,2268,2291,2302,2321,2324,2329,2353,2355,2395,2396,2406,2470,2502,2529,2542,2571,2572,2599,2617,2628,2640,2657,2671,2683,2692,2699,2700,2701,2706,2710,2712,2716,2762,2791,2797,2804,2858,2916,2918,2947,2959,2985,2987,2997,3033,3052,3081,3114,3147,3160,3175,3253,3408,3421,3471,3481,3489,3527,3535,3552,3578,3623,3671,3717,3751,3753,3793,3897,3911,3948,3949,3977,3994,3996,4011,4018,4022,4025,4027,4034,4226,4239,4246,4262,4306,4308,4370,4447,4720,4776,4816,4848,4878,4886,4896,4963,4973,4979,4993,4995,5218,5299,5349,5378,5418,5445,5459,5481,5502,5618,5669,5816,5952,5956,5989,6016,6333,6365,6373,6377,6378,6502,6539,6711,6863,6870,6874,6934,6942,7143,7147,7153,7361,7438,8360,8368,8636,8641,8644,8665,8874,8961,30707,30793,32587,33493,33679,33794,34162,35836,40815,41566,44191,45499,45722,46578,48385,48394,48516,48774,48780,49272,49530,50872,51255,51662,52973,53125,54001,54286,54503,55820,56174,56367,58559,59315,59784,60069,63082,68157,68358,68954,69122,69844,70286,71535,72998,73017,74458,76093,78499,79132,80463,81845,89745,91500,91529,99114,106782,109374,109487,112852,122904
1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,4,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,0,5,0,0,0,4,5,0,0,0,0,0,4,4,4,0,0,5,0,5,3,0,3,0,4,3,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,5,5,4,5,0,4,5,0,0,5,5,5,0,0,0,0,5,0,4,5,5,4,0,2,5,0,5,0,0,0,5,0,0,0,3,0,4,5,0,5,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,4,5,3,0,0,0,5,5,0,0,0,0,3,0,0,0,5,4,0,0,0,5,0,0,0,4,5,0,0,4,4,4,5,0,0,0,5,0,4,0,4,5,0,0,0,5,5,0,5,0,4,5,5,5,5,5,0,0,2,4,4,3,0,0,5,0,5,0,0,0,0,5,0,0,4,0,5,4,0,5,5,4,5,4,5,5,0,0,0,0,0,5,0,0,0,0,4,4,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,3.5,3.5,5,0,3,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,4,0,0,0,5,0,3,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,0,0,0,0,0,4,2,5,0,0,0,0,0,5,0,0,5,5,3,2,0,0,5,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,5,4,4,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,4,4,0,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,1,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,1,0,5,0,1,0,0,0,4,5,0,0,0,0,0,2,0,4,5,0,0,5,0,0,0,2,0,0,4,4,0,0,0,0,4,1,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,3,5,2,5,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,0,4,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,3,2,0,3,0,0,0,3,0,0,0,0,2,3,4,0,0,0,2,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,5,3,0,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,4,5,4,4,3,4,4,4,2,2,3,4,4,5,0,4,0,1,4,0,4,4,5,0,4,4,4,3,4,5,3,3,3,5,0,0,3,3,0,4,3,0,3,0,3,2,4,3,2,0,5,4,5,4,5,4,3,5,5,4,5,3,5,4,5,4,5,4,3,0,5,4,3,4,0,4,5,0,4,5,3,5,4,3,3,3,3,0,0,3,5,0,0,5,5,3,5,3,4,4,5,3,4,3,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2.5,0,3,5,0,3.5,0,0,0,4,0,0,0,0,0,4,0,4.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,5,4.5,0,0,0,0,0,5,1.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0.5,4,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.5,0,0,0,0,0,0,5,0,0,0,0,0,1.5,3,0,4.5,2,0,0,0,1.5,0,0,0,0,4.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,4.5,0,0,0,0,0,0,0,1.5,1,0,0,0,0,3.5,0,0,0,0,2.5,3,0,0,4,0,0,0,0,0,0,2,0,4,0,4.5,0,0,0,0,0,0,4,4,4,0,0,4.5,0,3.5,0,3.5,0.5,0,4,3,0,1.5,5,0,4.5,4.5,0,4,0,4,4,0,0,0,0,4.5,0,4.5,0,0,2,0,4.5,0,4,0,0,3.5,2.5,4.5,0,0,3.5,0,4,0,0,3.5,1,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,4,0,0,0,2,4,0,0,0,4,0,3,5,0,3,4,0,5,0,0,0,0,3,0,3,0,4,2,0,0,0,0,0,0,0,0,5,3,0,0,4,3,5,0,0,0,3,0,4,0,0,3,5,0,0,3,0,0,0,0,3,5,0,3,0,0,4,5,0,0,1,0,0,3,0,4,3,0,0,4,0,2,0,0,0,5,3,0,0,0,0,0,3,3,0,0,5,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
